child_id,age,gender,language_level,cognitive_level,parental_support,session_id,timestamp,activity_type,task_difficulty,task_completion_time,success,hints_used,errors_made,movement_entropy,fidgeting_score,focus_duration,eye_tracking_score,speaking_turns,emotion_score,engagement_level,instruction_strategy,developmental_prediction
C009,58,F,High,High,Moderate,C009_S09,2023-05-17,Drawing,4,220.06,True,1,0,0.5,0.45,288.79,0.72,7,-0.44,0.72,Verbal,Advanced
C009,58,F,High,High,Moderate,C009_S10,2023-05-22,Counting,2,201.97,False,2,0,0.73,0.37,146.73,0.52,3,0.11,0.23,Hands-on,On-track
C009,58,F,High,High,Moderate,C009_S11,2023-05-06,Puzzle,2,237.29,True,0,3,0.18,0.75,249.43,0.85,6,-0.07,0.66,Mixed,On-track
C009,58,F,High,High,Moderate,C009_S12,2023-05-01,Reading,5,102.25,False,2,0,0.17,0.31,34.25,0.51,5,0.88,0.53,Verbal,On-track
C009,58,F,High,High,Moderate,C009_S13,2023-01-14,Counting,5,180.21,True,2,2,0.64,0.93,280.87,0.67,8,-0.09,0.74,Mixed,On-track
C009,58,F,High,High,Moderate,C009_S14,2023-01-17,Reading,2,41.92,False,1,2,0.6,0.75,248.77,0.71,2,-0.09,0.96,Verbal,On-track
C009,58,F,High,High,Moderate,C009_S15,2023-06-25,Puzzle,2,15.55,True,2,4,0.24,0.57,104.79,0.96,3,-0.94,0.54,Visual,Advanced
C009,58,F,High,High,Moderate,C009_S16,2023-03-19,Puzzle,1,185.99,False,2,3,0.36,0.8,299.25,0.52,6,-0.87,0.98,Mixed,On-track
C009,58,F,High,High,Moderate,C009_S17,2023-04-17,Drawing,1,204.1,False,0,3,0.53,0.06,284.44,0.54,4,-0.98,0.32,Mixed,On-track
C009,58,F,High,High,Moderate,C009_S18,2023-04-24,Counting,3,104.61,True,0,0,0.33,0.36,211.98,0.53,5,-0.83,0.59,Mixed,Advanced
C009,58,F,High,High,Moderate,C009_S19,2023-03-20,Puzzle,3,173.39,False,0,2,0.66,0.27,161.72,0.54,3,-0.16,0.57,Hands-on,At-risk
C009,58,F,High,High,Moderate,C009_S20,2023-02-23,Drawing,5,110.65,True,2,0,0.21,0.56,236.59,0.97,2,0.31,0.65,Verbal,On-track
C010,54,M,Low,High,Low,C010_S01,2023-02-10,Puzzle,4,114.81,False,1,2,0.28,0.95,77.38,0.78,6,-0.72,0.66,Verbal,At-risk
C010,54,M,Low,High,Low,C010_S02,2023-05-01,Counting,4,57.94,False,1,4,0.81,0.25,283.5,0.95,5,-0.49,0.62,Visual,On-track
C010,54,M,Low,High,Low,C010_S03,2023-03-14,Reading,4,82.4,True,0,4,0.51,0.35,55.32,0.74,3,-0.52,0.93,Visual,On-track
C010,54,M,Low,High,Low,C010_S04,2023-03-09,Drawing,5,145.23,True,0,2,1.0,0.77,137.42,0.91,1,-0.59,0.47,Verbal,On-track
C010,54,M,Low,High,Low,C010_S05,2023-06-15,Drawing,3,188.39,False,1,0,0.13,0.55,148.31,0.92,1,-0.1,0.39,Mixed,Advanced
C010,54,M,Low,High,Low,C010_S06,2023-01-19,Puzzle,4,220.13,True,1,1,0.82,0.39,232.71,0.56,6,-0.96,0.86,Visual,On-track
C010,54,M,Low,High,Low,C010_S07,2023-05-26,Counting,1,92.01,True,0,1,0.14,0.64,191.27,0.83,5,0.83,0.47,Verbal,On-track
C010,54,M,Low,High,Low,C010_S08,2023-03-19,Reading,5,12.98,True,3,1,0.5,0.26,122.71,0.92,4,-0.82,0.33,Mixed,On-track
C010,54,M,Low,High,Low,C010_S09,2023-05-07,Reading,4,89.16,True,2,0,0.15,0.9,204.83,0.64,2,0.88,0.83,Visual,On-track
C010,54,M,Low,High,Low,C010_S10,2023-04-21,Counting,3,71.61,True,1,5,0.27,0.18,122.37,0.71,5,-0.4,0.68,Hands-on,On-track
C010,54,M,Low,High,Low,C010_S11,2023-02-28,Puzzle,1,57.68,True,2,6,0.46,0.33,32.92,0.91,4,0.96,0.37,Mixed,At-risk
C010,54,M,Low,High,Low,C010_S12,2023-03-10,Puzzle,1,269.75,True,3,4,0.48,0.79,38.58,0.89,2,-0.95,0.62,Mixed,On-track
C010,54,M,Low,High,Low,C010_S13,2023-05-13,Reading,5,188.05,True,1,3,0.43,0.81,118.61,0.6,4,-0.24,0.85,Mixed,On-track
C010,54,M,Low,High,Low,C010_S14,2023-05-30,Reading,5,121.54,True,0,1,0.94,0.68,173.52,0.52,7,-0.16,0.29,Hands-on,On-track
C010,54,M,Low,High,Low,C010_S15,2023-01-24,Reading,3,234.34,True,2,2,0.39,0.44,272.8,0.98,5,-0.42,0.65,Verbal,On-track
C010,54,M,Low,High,Low,C010_S16,2023-06-21,Puzzle,4,273.1,True,0,2,0.39,0.97,100.83,0.66,4,-0.43,0.27,Mixed,On-track
C010,54,M,Low,High,Low,C010_S17,2023-06-27,Reading,2,22.49,True,1,2,0.95,0.24,59.06,0.88,6,0.77,0.65,Verbal,Advanced
C010,54,M,Low,High,Low,C010_S18,2023-05-21,Puzzle,2,11.85,False,2,4,0.8,0.27,297.39,0.51,5,0.25,0.38,Verbal,On-track
C010,54,M,Low,High,Low,C010_S19,2023-03-24,Puzzle,4,168.47,True,0,1,0.78,0.9,52.71,0.7,1,0.32,0.68,Mixed,On-track
C010,54,M,Low,High,Low,C010_S20,2023-05-12,Puzzle,2,32.27,True,2,1,0.35,0.04,280.27,0.61,1,0.72,0.78,Hands-on,On-track
C011,51,F,Low,Low,High,C011_S01,2023-04-03,Reading,1,238.34,True,0,3,0.35,0.71,103.3,0.95,3,0.66,0.84,Hands-on,At-risk
C011,51,F,Low,Low,High,C011_S02,2023-02-22,Counting,5,102.09,True,0,0,0.27,0.05,199.14,0.64,8,-0.57,0.37,Hands-on,Advanced
C011,51,F,Low,Low,High,C011_S03,2023-04-23,Reading,5,230.45,True,0,1,0.47,0.68,45.3,0.52,7,-0.54,0.53,Visual,Advanced
C011,51,F,Low,Low,High,C011_S04,2023-06-05,Drawing,4,204.99,False,2,1,0.42,0.67,103.07,0.54,9,0.24,0.53,Hands-on,On-track
C011,51,F,Low,Low,High,C011_S05,2023-01-04,Reading,2,189.44,True,1,0,0.49,0.28,64.88,0.55,5,0.3,0.82,Visual,Advanced
C011,51,F,Low,Low,High,C011_S06,2023-01-30,Reading,2,184.72,True,0,1,0.97,0.14,70.98,0.94,2,-1.0,0.5,Mixed,At-risk
C011,51,F,Low,Low,High,C011_S07,2023-02-09,Reading,4,232.89,True,1,2,0.15,0.13,193.62,0.92,3,0.86,0.47,Mixed,On-track
C011,51,F,Low,Low,High,C011_S08,2023-06-30,Counting,4,18.07,True,2,4,0.82,0.4,247.61,0.8,1,-0.27,0.64,Verbal,On-track
C011,51,F,Low,Low,High,C011_S09,2023-05-01,Drawing,5,184.26,True,2,2,0.73,0.9,243.89,0.84,3,-0.46,0.37,Verbal,On-track
C011,51,F,Low,Low,High,C011_S10,2023-02-18,Drawing,4,104.49,True,1,3,0.21,0.81,279.55,0.73,7,-0.35,0.64,Mixed,On-track
C011,51,F,Low,Low,High,C011_S11,2023-04-17,Counting,5,287.71,True,1,2,0.45,0.24,55.64,0.66,4,0.75,1.0,Mixed,On-track
C011,51,F,Low,Low,High,C011_S12,2023-01-01,Counting,3,245.62,True,0,3,0.22,0.63,64.65,0.79,8,-0.43,0.55,Hands-on,Advanced
C011,51,F,Low,Low,High,C011_S13,2023-05-29,Reading,5,240.99,True,0,2,0.37,0.28,238.31,0.83,4,-0.41,0.95,Mixed,On-track
C011,51,F,Low,Low,High,C011_S14,2023-05-04,Counting,2,154.46,True,0,4,0.76,0.36,203.06,0.73,5,-0.37,0.25,Verbal,At-risk
C011,51,F,Low,Low,High,C011_S15,2023-04-07,Reading,1,251.63,True,4,3,0.62,0.35,250.26,0.73,2,-0.0,0.29,Mixed,Advanced
C011,51,F,Low,Low,High,C011_S16,2023-06-28,Drawing,4,126.2,True,1,2,0.68,0.06,249.71,0.97,6,-0.32,0.3,Hands-on,On-track
C011,51,F,Low,Low,High,C011_S17,2023-04-16,Puzzle,5,205.93,True,2,0,0.43,0.1,61.45,0.63,5,0.76,0.65,Verbal,On-track
C011,51,F,Low,Low,High,C011_S18,2023-04-08,Reading,3,135.5,True,0,4,0.53,0.63,253.74,0.89,5,0.44,0.23,Mixed,At-risk
C011,51,F,Low,Low,High,C011_S19,2023-06-16,Drawing,3,159.72,True,2,2,0.98,0.09,249.88,0.64,4,0.2,0.92,Verbal,On-track
C011,51,F,Low,Low,High,C011_S20,2023-05-09,Counting,4,228.12,False,1,1,0.34,0.5,48.39,0.61,3,-0.51,0.89,Mixed,Advanced
C012,63,F,Low,High,Moderate,C012_S01,2023-01-04,Drawing,4,14.16,True,0,4,0.59,0.37,198.84,0.51,4,0.71,0.96,Verbal,At-risk
C012,63,F,Low,High,Moderate,C012_S02,2023-02-09,Puzzle,3,121.01,False,0,1,0.16,0.57,182.82,0.94,3,-0.91,0.35,Verbal,Advanced
C012,63,F,Low,High,Moderate,C012_S03,2023-03-28,Reading,1,197.22,True,2,0,0.25,0.13,63.29,0.76,6,0.11,0.26,Hands-on,Advanced
C012,63,F,Low,High,Moderate,C012_S04,2023-06-22,Reading,4,59.26,True,0,3,0.12,0.99,41.19,0.98,4,-0.9,0.69,Mixed,At-risk
C012,63,F,Low,High,Moderate,C012_S05,2023-05-05,Puzzle,2,206.49,True,2,1,0.8,0.99,94.98,0.94,5,0.6,0.47,Hands-on,On-track
C012,63,F,Low,High,Moderate,C012_S06,2023-06-25,Counting,4,131.8,True,3,1,0.47,0.55,138.74,0.76,4,-0.68,0.96,Mixed,At-risk
C012,63,F,Low,High,Moderate,C012_S07,2023-04-22,Puzzle,5,135.88,True,1,3,0.94,0.35,95.83,0.83,3,0.65,0.4,Mixed,At-risk
C012,63,F,Low,High,Moderate,C012_S08,2023-01-26,Reading,2,22.56,True,0,2,0.56,0.13,148.95,0.66,4,-0.17,0.93,Visual,On-track
C012,63,F,Low,High,Moderate,C012_S09,2023-01-08,Puzzle,5,223.04,True,2,1,0.66,0.55,139.99,0.76,2,0.72,0.66,Verbal,On-track
C012,63,F,Low,High,Moderate,C012_S10,2023-04-02,Counting,1,101.66,True,2,1,0.25,0.18,243.49,0.69,5,0.45,0.82,Verbal,On-track
C012,63,F,Low,High,Moderate,C012_S11,2023-04-16,Drawing,1,72.06,True,1,0,0.68,0.67,245.64,0.97,1,0.77,0.57,Visual,On-track
C012,63,F,Low,High,Moderate,C012_S12,2023-04-08,Drawing,4,244.24,False,1,2,0.67,0.32,45.42,0.57,0,0.81,0.22,Verbal,On-track
C012,63,F,Low,High,Moderate,C012_S13,2023-03-01,Reading,4,155.02,True,0,3,0.29,0.98,204.31,0.97,6,0.34,0.78,Hands-on,On-track
C012,63,F,Low,High,Moderate,C012_S14,2023-06-20,Puzzle,4,69.98,True,0,3,0.46,0.27,83.63,0.89,8,-0.88,0.59,Mixed,On-track
C012,63,F,Low,High,Moderate,C012_S15,2023-03-15,Drawing,3,82.08,True,2,3,0.72,0.95,214.29,0.67,4,0.6,0.89,Visual,Advanced
C012,63,F,Low,High,Moderate,C012_S16,2023-05-31,Counting,3,286.19,True,4,1,0.73,0.74,212.99,0.63,3,-0.05,0.88,Hands-on,On-track
C012,63,F,Low,High,Moderate,C012_S17,2023-03-06,Reading,4,66.42,False,2,2,0.81,0.98,281.77,0.97,5,-0.72,0.69,Mixed,On-track
C012,63,F,Low,High,Moderate,C012_S18,2023-04-09,Reading,2,23.69,False,2,2,0.8,0.39,67.6,0.51,6,0.76,0.6,Visual,On-track
C012,63,F,Low,High,Moderate,C012_S19,2023-04-02,Counting,5,130.6,True,1,3,0.47,0.82,271.67,0.93,3,0.86,0.73,Mixed,On-track
C012,63,F,Low,High,Moderate,C012_S20,2023-06-18,Reading,1,298.76,True,1,0,0.28,0.42,89.3,0.5,5,0.45,0.94,Verbal,On-track
C013,68,M,High,High,Moderate,C013_S01,2023-03-15,Drawing,1,44.55,True,0,3,0.13,0.99,92.84,0.53,2,0.6,0.47,Hands-on,On-track
C013,68,M,High,High,Moderate,C013_S02,2023-06-12,Drawing,5,209.09,False,3,1,0.83,0.32,181.86,0.64,9,-0.96,0.92,Hands-on,At-risk
C013,68,M,High,High,Moderate,C013_S03,2023-06-18,Drawing,3,10.17,True,0,1,0.27,0.56,108.67,0.71,5,0.91,0.25,Hands-on,Advanced
C013,68,M,High,High,Moderate,C013_S04,2023-06-15,Puzzle,2,96.44,True,0,1,0.67,0.12,49.04,0.95,3,0.91,0.4,Verbal,On-track
C013,68,M,High,High,Moderate,C013_S05,2023-05-29,Counting,5,50.31,True,1,0,0.85,0.5,33.88,0.9,10,0.66,0.72,Hands-on,On-track
C013,68,M,High,High,Moderate,C013_S06,2023-03-17,Counting,1,197.2,True,1,2,0.35,0.96,287.48,0.68,2,0.9,0.31,Hands-on,On-track
C013,68,M,High,High,Moderate,C013_S07,2023-02-03,Counting,2,41.52,False,1,2,0.23,0.94,277.76,0.94,4,0.27,0.48,Hands-on,Advanced
C013,68,M,High,High,Moderate,C013_S08,2023-02-12,Counting,2,182.98,False,1,1,0.37,0.64,192.26,0.85,5,-0.78,0.91,Mixed,Advanced
C013,68,M,High,High,Moderate,C013_S09,2023-03-17,Counting,1,208.32,True,1,0,0.65,0.24,134.44,0.54,2,0.82,0.2,Mixed,On-track
C013,68,M,High,High,Moderate,C013_S10,2023-01-20,Drawing,1,81.21,False,0,0,0.61,0.58,222.97,0.62,4,-0.4,0.68,Mixed,On-track
C013,68,M,High,High,Moderate,C013_S11,2023-06-23,Reading,1,117.9,True,0,4,0.33,0.47,91.28,0.87,8,0.52,0.85,Mixed,Advanced
C013,68,M,High,High,Moderate,C013_S12,2023-04-04,Puzzle,3,135.77,False,0,6,0.15,0.4,211.91,0.73,6,-0.42,0.8,Mixed,On-track
C013,68,M,High,High,Moderate,C013_S13,2023-05-18,Puzzle,5,120.34,True,1,4,0.66,0.68,210.02,0.76,2,-0.28,0.47,Verbal,At-risk
C013,68,M,High,High,Moderate,C013_S14,2023-06-22,Counting,1,253.34,True,0,6,0.68,0.07,272.3,0.56,8,0.55,0.88,Hands-on,Advanced
C013,68,M,High,High,Moderate,C013_S15,2023-04-06,Puzzle,3,89.49,False,2,1,0.57,0.75,255.86,0.85,6,0.06,0.86,Hands-on,On-track
C013,68,M,High,High,Moderate,C013_S16,2023-06-08,Counting,1,45.18,True,1,1,0.44,0.62,291.85,0.86,8,-0.33,0.62,Mixed,On-track
C013,68,M,High,High,Moderate,C013_S17,2023-01-17,Reading,2,245.81,True,1,4,0.16,0.89,134.72,0.64,5,-0.9,0.7,Mixed,On-track
C013,68,M,High,High,Moderate,C013_S18,2023-04-15,Puzzle,3,34.77,False,1,1,0.49,0.07,58.66,0.92,4,0.15,0.3,Visual,Advanced
C013,68,M,High,High,Moderate,C013_S19,2023-03-19,Reading,2,126.67,True,1,2,0.19,0.39,196.51,0.93,6,0.99,0.89,Visual,On-track
C013,68,M,High,High,Moderate,C013_S20,2023-05-18,Drawing,2,260.87,True,1,3,0.35,0.32,279.65,0.53,7,0.03,0.28,Verbal,On-track
C014,46,F,High,High,High,C014_S01,2023-02-09,Reading,4,289.47,True,1,3,0.62,0.77,139.73,0.94,5,0.82,0.81,Hands-on,Advanced
C014,46,F,High,High,High,C014_S02,2023-06-07,Reading,3,97.28,True,1,2,0.39,0.47,69.95,0.99,2,0.54,0.54,Mixed,On-track
C014,46,F,High,High,High,C014_S03,2023-06-26,Counting,5,102.19,True,1,0,0.55,0.4,201.33,0.81,4,0.63,0.28,Visual,On-track
C014,46,F,High,High,High,C014_S04,2023-03-02,Counting,4,192.27,True,3,1,0.46,0.24,84.94,0.98,3,-0.52,0.7,Visual,At-risk
C014,46,F,High,High,High,C014_S05,2023-05-20,Counting,1,262.16,True,1,2,0.65,0.44,230.44,0.61,3,-0.29,0.52,Visual,On-track
C014,46,F,High,High,High,C014_S06,2023-02-01,Reading,3,261.02,True,1,2,0.35,0.59,99.23,0.97,5,0.71,0.57,Visual,On-track
C014,46,F,High,High,High,C014_S07,2023-06-13,Puzzle,2,178.8,True,2,3,0.88,0.48,48.56,0.77,5,0.94,0.61,Visual,On-track
C014,46,F,High,High,High,C014_S08,2023-02-02,Drawing,1,146.13,False,0,1,0.37,0.78,157.34,0.61,6,0.78,0.57,Visual,At-risk
C014,46,F,High,High,High,C014_S09,2023-02-23,Drawing,3,295.28,True,0,2,0.14,0.02,239.11,0.57,3,0.57,0.21,Mixed,On-track
C014,46,F,High,High,High,C014_S10,2023-02-07,Puzzle,1,174.85,True,1,5,0.94,0.05,177.77,0.95,8,-0.1,0.78,Verbal,Advanced
C014,46,F,High,High,High,C014_S11,2023-02-03,Counting,5,158.03,True,0,0,0.37,0.97,285.07,0.67,2,0.62,0.96,Mixed,On-track
C014,46,F,High,High,High,C014_S12,2023-01-07,Drawing,2,288.62,True,0,1,0.72,0.73,298.76,0.64,7,-0.55,0.64,Visual,At-risk
C014,46,F,High,High,High,C014_S13,2023-03-02,Counting,5,159.4,False,1,1,0.45,0.35,146.59,0.89,6,0.01,0.41,Visual,On-track
C014,46,F,High,High,High,C014_S14,2023-02-02,Reading,3,63.77,True,2,3,0.51,0.93,208.2,0.69,4,0.2,0.64,Hands-on,At-risk
C014,46,F,High,High,High,C014_S15,2023-05-02,Reading,4,210.14,False,0,2,0.34,0.12,92.19,0.55,3,0.9,0.77,Mixed,On-track
C014,46,F,High,High,High,C014_S16,2023-01-28,Reading,2,99.75,False,1,3,0.74,0.61,53.92,0.84,3,0.68,0.22,Hands-on,Advanced
C014,46,F,High,High,High,C014_S17,2023-01-12,Counting,2,131.04,True,2,0,0.54,0.22,98.58,0.94,5,0.02,0.31,Verbal,Advanced
C014,46,F,High,High,High,C014_S18,2023-01-16,Reading,4,262.76,True,1,2,0.49,0.09,231.58,0.51,6,-0.65,0.89,Mixed,On-track
C014,46,F,High,High,High,C014_S19,2023-01-28,Reading,3,245.37,True,1,3,0.65,0.92,72.22,0.88,7,0.04,0.24,Hands-on,On-track
C014,46,F,High,High,High,C014_S20,2023-01-21,Counting,3,140.29,True,1,1,0.5,0.55,110.45,0.73,5,-0.12,0.23,Hands-on,On-track
C015,43,F,High,High,High,C015_S01,2023-05-21,Counting,5,231.79,True,1,1,0.88,0.5,110.07,0.63,4,-0.02,0.62,Verbal,On-track
C015,43,F,High,High,High,C015_S02,2023-03-17,Reading,5,145.51,True,3,0,0.2,0.05,99.52,0.57,6,0.47,0.42,Hands-on,On-track
C015,43,F,High,High,High,C015_S03,2023-06-29,Puzzle,5,59.47,True,1,3,0.3,0.41,123.9,0.51,5,0.54,0.8,Mixed,At-risk
C015,43,F,High,High,High,C015_S04,2023-05-22,Drawing,4,21.58,True,2,0,0.48,0.47,280.71,0.82,4,-0.04,0.48,Verbal,Advanced
C015,43,F,High,High,High,C015_S05,2023-04-16,Counting,5,227.37,True,0,0,0.41,0.67,57.68,0.51,9,0.88,0.48,Mixed,On-track
C015,43,F,High,High,High,C015_S06,2023-01-25,Counting,1,169.67,True,0,3,0.86,0.44,122.45,0.77,4,-0.63,0.25,Verbal,At-risk
C015,43,F,High,High,High,C015_S07,2023-04-06,Drawing,1,253.7,True,0,3,0.64,0.27,37.18,0.87,6,-0.74,0.74,Hands-on,On-track
C015,43,F,High,High,High,C015_S08,2023-01-24,Puzzle,5,189.73,True,1,2,0.8,0.07,208.3,0.9,4,-0.14,0.23,Visual,On-track
C015,43,F,High,High,High,C015_S09,2023-04-06,Drawing,5,178.14,True,1,1,0.92,0.21,68.94,0.88,5,0.37,0.67,Hands-on,On-track
C015,43,F,High,High,High,C015_S10,2023-05-24,Counting,2,99.74,True,2,1,0.61,0.25,277.13,0.63,6,0.89,0.74,Hands-on,On-track
C015,43,F,High,High,High,C015_S11,2023-06-20,Reading,1,146.03,True,1,3,0.48,0.45,228.08,0.92,3,-0.75,0.49,Mixed,At-risk
C015,43,F,High,High,High,C015_S12,2023-03-15,Counting,2,206.37,True,1,0,0.51,0.89,183.76,0.92,9,0.56,0.93,Verbal,On-track
C015,43,F,High,High,High,C015_S13,2023-02-24,Drawing,4,192.88,True,1,3,0.89,0.74,98.27,0.53,6,-0.25,0.7,Hands-on,On-track
C015,43,F,High,High,High,C015_S14,2023-01-28,Counting,1,37.71,False,3,0,0.62,0.91,77.88,0.5,4,-0.83,0.82,Mixed,On-track
C015,43,F,High,High,High,C015_S15,2023-03-13,Drawing,5,49.37,False,1,1,0.34,0.82,132.15,0.54,7,-0.86,0.25,Mixed,Advanced
C015,43,F,High,High,High,C015_S16,2023-06-09,Puzzle,4,238.09,True,0,1,0.65,0.98,127.42,0.88,4,0.27,0.89,Hands-on,At-risk
C015,43,F,High,High,High,C015_S17,2023-06-27,Counting,3,123.19,False,2,2,0.13,0.64,104.83,0.72,5,0.43,0.73,Visual,On-track
C015,43,F,High,High,High,C015_S18,2023-03-21,Counting,3,231.08,True,0,0,0.63,0.46,169.86,0.5,7,-0.53,0.7,Verbal,On-track
C015,43,F,High,High,High,C015_S19,2023-02-06,Reading,5,177.68,True,1,1,0.73,0.06,276.17,0.85,5,-1.0,0.68,Visual,At-risk
C015,43,F,High,High,High,C015_S20,2023-01-08,Puzzle,1,152.79,True,1,4,0.59,0.13,131.47,0.55,5,0.85,0.77,Hands-on,On-track
C016,69,F,Medium,Medium,Low,C016_S01,2023-04-05,Counting,3,160.01,True,2,1,0.97,0.17,204.97,0.62,6,-0.5,0.99,Hands-on,At-risk
C016,69,F,Medium,Medium,Low,C016_S02,2023-05-26,Puzzle,3,164.66,False,3,2,0.19,0.7,110.85,0.63,6,-0.76,0.71,Mixed,On-track
C016,69,F,Medium,Medium,Low,C016_S03,2023-06-08,Puzzle,2,116.93,True,1,4,0.92,0.09,282.85,0.91,6,-0.7,0.63,Hands-on,On-track
C016,69,F,Medium,Medium,Low,C016_S04,2023-06-19,Reading,1,89.33,True,2,2,0.14,0.6,122.25,0.98,7,0.64,0.63,Verbal,On-track
C016,69,F,Medium,Medium,Low,C016_S05,2023-03-11,Drawing,5,262.99,True,0,2,0.66,0.25,247.0,0.91,6,-0.82,0.53,Mixed,On-track
C016,69,F,Medium,Medium,Low,C016_S06,2023-04-21,Puzzle,5,10.18,False,2,1,0.11,0.62,289.42,0.95,3,0.53,0.84,Verbal,At-risk
C016,69,F,Medium,Medium,Low,C016_S07,2023-05-05,Counting,2,261.31,True,0,1,0.73,0.76,58.57,0.75,10,0.66,0.52,Visual,On-track
C016,69,F,Medium,Medium,Low,C016_S08,2023-06-03,Puzzle,1,281.02,True,3,3,0.8,0.17,150.78,0.61,4,0.34,0.46,Visual,On-track
C016,69,F,Medium,Medium,Low,C016_S09,2023-02-24,Drawing,1,63.49,True,0,1,0.7,0.24,162.11,0.64,9,-0.62,0.43,Mixed,On-track
C016,69,F,Medium,Medium,Low,C016_S10,2023-01-31,Puzzle,1,160.57,True,0,0,0.62,0.73,116.81,0.52,4,0.46,0.62,Verbal,On-track
C016,69,F,Medium,Medium,Low,C016_S11,2023-02-03,Reading,5,41.92,True,3,0,0.63,0.67,84.19,0.94,5,0.7,0.63,Hands-on,On-track
C016,69,F,Medium,Medium,Low,C016_S12,2023-05-24,Counting,4,114.88,True,2,4,0.59,0.05,46.99,0.59,3,0.67,0.32,Visual,Advanced
C016,69,F,Medium,Medium,Low,C016_S13,2023-01-11,Reading,4,14.6,True,1,1,0.61,0.65,111.71,0.73,4,0.76,0.66,Visual,Advanced
C016,69,F,Medium,Medium,Low,C016_S14,2023-03-22,Reading,2,102.46,True,0,0,0.97,0.02,246.73,0.89,2,0.39,0.71,Hands-on,At-risk
C016,69,F,Medium,Medium,Low,C016_S15,2023-04-17,Counting,2,299.96,True,1,1,0.96,0.61,30.34,0.95,9,-0.51,0.95,Visual,On-track
C016,69,F,Medium,Medium,Low,C016_S16,2023-03-25,Drawing,1,242.92,True,0,1,0.82,0.71,81.4,0.68,4,-0.22,0.66,Mixed,At-risk
C016,69,F,Medium,Medium,Low,C016_S17,2023-06-26,Counting,4,11.15,True,2,2,0.7,0.22,89.69,0.86,3,-0.98,0.27,Visual,Advanced
C016,69,F,Medium,Medium,Low,C016_S18,2023-03-04,Reading,1,144.5,True,0,0,0.46,0.55,197.29,0.83,4,0.95,0.87,Hands-on,On-track
C016,69,F,Medium,Medium,Low,C016_S19,2023-04-12,Counting,2,24.75,False,0,7,0.66,0.61,259.36,0.77,4,-0.72,0.28,Hands-on,On-track
C016,69,F,Medium,Medium,Low,C016_S20,2023-02-13,Puzzle,1,34.69,True,4,3,0.12,0.7,35.86,0.82,3,-0.27,0.68,Hands-on,On-track
C017,52,M,Medium,Medium,High,C017_S01,2023-06-15,Drawing,1,162.03,True,0,3,0.68,0.03,196.89,0.75,3,0.9,0.53,Visual,On-track
C017,52,M,Medium,Medium,High,C017_S02,2023-02-20,Drawing,4,262.73,True,2,1,0.21,0.41,235.86,0.95,8,-0.46,1.0,Hands-on,At-risk
C017,52,M,Medium,Medium,High,C017_S03,2023-06-17,Puzzle,4,12.93,True,1,3,0.29,0.85,274.63,0.77,5,0.83,0.69,Visual,At-risk
C017,52,M,Medium,Medium,High,C017_S04,2023-05-07,Reading,3,162.47,True,2,0,0.26,0.69,204.31,0.95,9,-0.11,0.65,Mixed,At-risk
C017,52,M,Medium,Medium,High,C017_S05,2023-04-25,Counting,3,105.56,True,3,1,0.9,0.33,114.94,0.76,4,-0.6,0.54,Mixed,At-risk
C017,52,M,Medium,Medium,High,C017_S06,2023-02-08,Reading,4,234.73,True,1,1,0.4,0.59,57.78,0.87,5,-0.02,0.26,Visual,On-track
C017,52,M,Medium,Medium,High,C017_S07,2023-03-19,Counting,3,203.1,True,4,1,0.23,1.0,198.04,0.72,3,-0.93,0.6,Hands-on,On-track
C017,52,M,Medium,Medium,High,C017_S08,2023-01-19,Counting,1,219.16,True,5,3,0.95,0.73,89.31,0.72,10,0.94,0.29,Verbal,On-track
C017,52,M,Medium,Medium,High,C017_S09,2023-04-05,Counting,2,152.8,False,0,1,0.74,0.24,134.94,0.72,8,0.32,0.43,Visual,Advanced
C017,52,M,Medium,Medium,High,C017_S10,2023-01-24,Reading,4,275.39,False,1,4,0.86,0.73,294.81,0.58,4,1.0,0.22,Verbal,On-track
C017,52,M,Medium,Medium,High,C017_S11,2023-01-11,Reading,3,33.21,True,1,0,0.39,0.22,279.83,0.93,6,0.04,0.98,Mixed,On-track
C017,52,M,Medium,Medium,High,C017_S12,2023-02-18,Counting,1,172.15,True,0,2,0.63,0.01,235.47,0.86,4,-0.35,0.35,Hands-on,On-track
C017,52,M,Medium,Medium,High,C017_S13,2023-01-16,Reading,5,65.08,False,0,3,0.51,0.17,201.94,0.99,5,0.83,0.9,Visual,Advanced
C017,52,M,Medium,Medium,High,C017_S14,2023-03-29,Puzzle,2,204.05,True,1,2,0.37,0.38,260.69,0.87,4,0.07,0.68,Hands-on,On-track
C017,52,M,Medium,Medium,High,C017_S15,2023-03-05,Reading,4,71.56,True,1,3,0.18,0.61,45.42,0.84,5,0.05,0.72,Mixed,On-track
C017,52,M,Medium,Medium,High,C017_S16,2023-06-06,Drawing,3,166.84,False,0,4,0.22,0.67,171.66,0.82,5,0.59,0.6,Verbal,Advanced
C017,52,M,Medium,Medium,High,C017_S17,2023-04-10,Reading,3,36.24,True,0,2,0.49,0.2,148.27,0.7,4,0.46,0.65,Mixed,At-risk
C017,52,M,Medium,Medium,High,C017_S18,2023-01-14,Counting,1,244.42,True,1,0,0.94,0.39,244.03,0.64,6,0.75,0.23,Visual,On-track
C017,52,M,Medium,Medium,High,C017_S19,2023-06-23,Reading,1,77.62,False,0,1,0.44,0.35,176.74,0.54,9,0.14,0.8,Verbal,At-risk
